timestamp,totalPower_W,pvPower_W,gridDraw_W,battery_soc,lineA_speed_pct,lineB_speed_pct,lineA_mode,lineB_mode,hvac_mode,lighting_mode,prodA_uph,prodB_uph,anomaly_flag,anomaly_factor
2025-11-11T07:50:33.542553Z,10140.04,1900.07,8133.28,0.0,106.0,0.0,RUNNING,OFF,RUNNING,RUNNING,106.0,0.0,0,1.0
2025-11-11T07:51:33.542553Z,9652.34,1987.69,7664.65,0.0,0.0,99.0,OFF,RUNNING,RUNNING,RUNNING,0.0,79.2,0,1.0
2025-11-11T07:52:33.542553Z,9783.17,1960.42,7822.75,0.0,91.0,0.0,RUNNING,OFF,RUNNING,RUNNING,91.0,0.0,0,1.0
2025-11-11T07:53:33.542553Z,1925.32,2059.63,-0.0,0.4029,69.0,0.0,IDLE,OFF,OFF,RUNNING,34.5,0.0,0,1.0
2025-11-11T07:54:33.542553Z,10503.55,1978.41,8390.82,0.0,105.0,0.0,RUNNING,OFF,RUNNING,RUNNING,105.0,0.0,0,1.0
2025-11-11T07:55:33.542553Z,12965.75,1990.05,10975.7,0.0,108.0,89.0,RUNNING,RUNNING,RUNNING,RUNNING,108.0,71.2,0,1.0
2025-11-11T07:56:33.542553Z,10305.36,1979.33,8326.03,0.0,98.0,64.0,RUNNING,IDLE,RUNNING,RUNNING,98.0,25.6,0,1.0
2025-11-11T07:57:33.542553Z,13350.8,2010.27,11340.53,0.0,103.0,98.0,RUNNING,RUNNING,RUNNING,RUNNING,103.0,78.4,0,1.0
2025-11-11T07:58:33.542553Z,12632.42,1979.08,10653.34,0.0,94.0,94.0,RUNNING,RUNNING,RUNNING,RUNNING,94.0,75.19999999999999,0,1.0
2025-11-11T07:59:33.542553Z,13111.29,1999.43,11111.86,0.0,98.0,97.0,RUNNING,RUNNING,RUNNING,RUNNING,98.0,77.6,0,1.0
2025-11-11T08:00:33.542553Z,11798.78,1943.51,9855.27,0.0,102.0,0.0,RUNNING,OFF,RUNNING,RUNNING,102.0,0.0,1,1.3458577417552997
2025-11-11T08:01:33.542553Z,12403.38,2042.08,10361.3,0.0,98.0,87.0,RUNNING,RUNNING,RUNNING,RUNNING,98.0,69.6,0,1.0
2025-11-11T08:02:33.542553Z,9882.94,2092.0,7790.94,0.0,51.0,99.0,IDLE,RUNNING,RUNNING,RUNNING,25.5,79.2,0,1.0
2025-11-11T08:03:33.542553Z,13192.83,2143.23,11049.6,0.0,101.0,99.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,79.2,0,1.0
2025-11-11T08:04:33.542553Z,12782.93,2182.64,10600.29,0.0,99.0,96.0,RUNNING,RUNNING,RUNNING,RUNNING,99.0,76.8,0,1.0
2025-11-11T08:05:33.542553Z,10332.53,2101.99,8230.54,0.0,100.0,0.0,RUNNING,OFF,RUNNING,RUNNING,100.0,0.0,0,1.0
2025-11-11T08:06:33.542553Z,10157.8,2171.62,7986.18,0.0,54.0,103.0,IDLE,RUNNING,RUNNING,RUNNING,27.0,82.4,0,1.0
2025-11-11T08:07:33.542553Z,9163.54,2148.26,7015.28,0.0,0.0,90.0,OFF,RUNNING,RUNNING,RUNNING,0.0,72.0,0,1.0
2025-11-11T08:08:33.542553Z,12982.2,2249.02,10733.18,0.0,96.0,103.0,RUNNING,RUNNING,RUNNING,RUNNING,96.0,82.4,0,1.0
2025-11-11T08:09:33.542553Z,7237.24,2197.05,5040.19,0.0,94.0,85.0,RUNNING,RUNNING,OFF,RUNNING,94.0,68.0,0,1.0
2025-11-11T08:10:33.542553Z,9573.0,2188.94,7384.06,0.0,0.0,99.0,OFF,RUNNING,RUNNING,RUNNING,0.0,79.2,0,1.0
2025-11-11T08:11:33.542553Z,9909.61,2290.41,7619.2,0.0,94.0,0.0,RUNNING,OFF,RUNNING,RUNNING,94.0,0.0,0,1.0
2025-11-11T08:12:33.542553Z,9526.87,2294.71,7232.16,0.0,57.0,95.0,IDLE,RUNNING,RUNNING,RUNNING,28.499999999999996,76.0,0,1.0
2025-11-11T08:13:33.542553Z,13415.11,2268.61,11146.5,0.0,108.0,98.0,RUNNING,RUNNING,RUNNING,RUNNING,108.0,78.4,0,1.0
2025-11-11T08:14:33.542553Z,12974.04,2342.24,10631.8,0.0,109.0,93.0,RUNNING,RUNNING,RUNNING,RUNNING,109.00000000000001,74.4,0,1.0
2025-11-11T08:15:33.542553Z,9039.51,2251.23,6788.28,0.0,0.0,85.0,OFF,RUNNING,RUNNING,RUNNING,0.0,68.0,0,1.0
2025-11-11T08:16:33.542553Z,10120.66,2276.79,7843.87,0.0,102.0,0.0,RUNNING,OFF,RUNNING,RUNNING,102.0,0.0,0,1.0
2025-11-11T08:17:33.542553Z,7456.03,2277.93,5178.1,0.0,90.0,98.0,RUNNING,RUNNING,OFF,RUNNING,90.0,78.4,0,1.0
2025-11-11T08:18:33.542553Z,8741.25,2283.27,6457.98,0.0,0.0,87.0,OFF,RUNNING,RUNNING,RUNNING,0.0,69.6,0,1.0
2025-11-11T08:19:33.542553Z,9915.74,2310.71,7605.03,0.0,92.0,0.0,RUNNING,OFF,RUNNING,RUNNING,92.0,0.0,1,1.4017813737688574
2025-11-11T08:20:33.542553Z,5458.31,2417.39,3040.92,0.0,103.0,0.0,RUNNING,OFF,OFF,RUNNING,103.0,0.0,0,1.0
2025-11-11T08:21:33.542553Z,7536.2,2445.1,5091.1,0.0,96.0,85.0,RUNNING,RUNNING,IDLE,RUNNING,96.0,68.0,0,1.0
2025-11-11T08:22:33.542553Z,13188.42,2363.05,10825.37,0.0,101.0,104.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,83.2,0,1.0
2025-11-11T08:23:33.542553Z,9098.64,2459.15,6639.49,0.0,57.0,86.0,IDLE,RUNNING,RUNNING,RUNNING,28.499999999999996,68.8,0,1.0
2025-11-11T08:24:33.542553Z,7665.76,2309.8,5355.96,0.0,93.0,93.0,RUNNING,RUNNING,IDLE,RUNNING,93.0,74.4,0,1.0
2025-11-11T08:25:33.542553Z,7522.91,2381.78,5141.13,0.0,97.0,86.0,RUNNING,RUNNING,OFF,RUNNING,97.0,68.8,0,1.0
2025-11-11T08:26:33.542553Z,12461.36,2417.31,10044.05,0.0,100.0,85.0,RUNNING,RUNNING,RUNNING,RUNNING,100.0,68.0,0,1.0
2025-11-11T08:27:33.542553Z,9856.26,2338.76,7517.5,0.0,91.0,0.0,RUNNING,OFF,RUNNING,RUNNING,91.0,0.0,0,1.0
2025-11-11T08:28:33.542553Z,8043.32,2372.29,5671.03,0.0,102.0,95.0,RUNNING,RUNNING,OFF,RUNNING,102.0,76.0,0,1.0
2025-11-11T08:29:33.542553Z,8205.66,2598.63,5607.03,0.0,101.0,103.0,RUNNING,RUNNING,OFF,RUNNING,101.0,82.4,0,1.0
2025-11-11T08:30:33.542553Z,10675.6,2461.89,8213.71,0.0,105.0,0.0,RUNNING,OFF,RUNNING,RUNNING,105.0,0.0,0,1.0
2025-11-11T08:31:33.542553Z,9363.33,2573.83,6789.5,0.0,0.0,93.0,OFF,RUNNING,RUNNING,RUNNING,0.0,74.4,0,1.0
2025-11-11T08:32:33.542553Z,5681.32,2409.65,3271.67,0.0,107.0,0.0,RUNNING,OFF,OFF,RUNNING,107.0,0.0,0,1.0
2025-11-11T08:33:33.542553Z,7834.33,2421.93,5412.4,0.0,101.0,91.0,RUNNING,RUNNING,OFF,RUNNING,101.0,72.8,0,1.0
2025-11-11T08:34:33.542553Z,1886.52,2608.99,-0.0,1.0,0.0,62.0,OFF,IDLE,OFF,RUNNING,0.0,24.8,0,1.0
2025-11-11T08:35:33.542553Z,6623.05,2503.6,3786.12,0.0,96.0,0.0,RUNNING,OFF,OFF,RUNNING,96.0,0.0,1,1.406386647292233
2025-11-11T08:36:33.542553Z,12666.8,2568.32,10098.48,0.0,105.0,85.0,RUNNING,RUNNING,RUNNING,RUNNING,105.0,68.0,0,1.0
2025-11-11T08:37:33.542553Z,1982.47,2631.72,-0.0,1.0,68.0,0.0,IDLE,OFF,OFF,RUNNING,34.0,0.0,0,1.0
2025-11-11T08:38:33.542553Z,12337.09,2530.5,9473.26,0.0,95.0,89.0,RUNNING,RUNNING,RUNNING,RUNNING,95.0,71.2,0,1.0
2025-11-11T08:39:33.542553Z,12442.29,2628.63,9813.66,0.0,98.0,88.0,RUNNING,RUNNING,RUNNING,RUNNING,98.0,70.4,0,1.0
2025-11-11T08:40:33.542553Z,12844.53,2626.35,10218.18,0.0,104.0,90.0,RUNNING,RUNNING,RUNNING,RUNNING,104.0,72.0,0,1.0
2025-11-11T08:41:33.542553Z,7994.0,2615.34,5378.66,0.0,108.0,87.0,RUNNING,RUNNING,OFF,RUNNING,108.0,69.6,0,1.0
2025-11-11T08:42:33.542553Z,1818.09,2664.36,-0.0,1.0,0.0,0.0,OFF,OFF,OFF,RUNNING,0.0,0.0,0,1.0
2025-11-11T08:43:33.542553Z,5809.19,2707.62,2768.24,0.0,108.0,59.0,RUNNING,IDLE,OFF,RUNNING,108.0,23.599999999999998,0,1.0
2025-11-11T08:44:33.542553Z,9701.19,2680.79,7020.4,0.0,63.0,101.0,IDLE,RUNNING,RUNNING,RUNNING,31.5,80.8,0,1.0
2025-11-11T08:45:33.542553Z,7799.26,2631.91,5167.35,0.0,104.0,89.0,RUNNING,RUNNING,OFF,RUNNING,104.0,71.2,0,1.0
2025-11-11T08:46:33.542553Z,13552.99,2645.62,10907.37,0.0,107.0,102.0,RUNNING,RUNNING,RUNNING,RUNNING,107.0,81.6,0,1.0
2025-11-11T08:47:33.542553Z,8764.38,2797.71,5966.67,0.0,0.0,86.0,OFF,RUNNING,RUNNING,RUNNING,0.0,68.8,0,1.0
2025-11-11T08:48:33.542553Z,12759.3,2657.08,10102.22,0.0,100.0,87.0,RUNNING,RUNNING,RUNNING,RUNNING,100.0,69.6,0,1.0
2025-11-11T08:49:33.542553Z,13341.7,2782.06,10559.64,0.0,101.0,102.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,81.6,0,1.0
2025-11-11T08:50:33.542553Z,2268.57,2757.67,-0.0,1.0,0.0,52.0,OFF,IDLE,IDLE,RUNNING,0.0,20.8,1,1.3375557376607652
2025-11-11T08:51:33.542553Z,12056.13,2621.7,9101.1,0.0,91.0,92.0,RUNNING,RUNNING,RUNNING,RUNNING,91.0,73.60000000000001,0,1.0
2025-11-11T08:52:33.542553Z,2185.63,2826.98,-0.0,1.0,66.0,0.0,IDLE,OFF,IDLE,RUNNING,33.0,0.0,0,1.0
2025-11-11T08:53:33.542553Z,12830.24,2727.12,9769.79,0.0,97.0,102.0,RUNNING,RUNNING,RUNNING,RUNNING,97.0,81.6,0,1.0
2025-11-11T08:54:33.542553Z,12899.39,2708.26,10191.13,0.0,96.0,98.0,RUNNING,RUNNING,RUNNING,RUNNING,96.0,78.4,0,1.0
2025-11-11T08:55:33.542553Z,8691.79,2917.44,5774.35,0.0,109.0,99.0,RUNNING,RUNNING,OFF,RUNNING,109.00000000000001,79.2,0,1.0
2025-11-11T08:56:33.542553Z,10665.25,2960.07,7705.18,0.0,101.0,62.0,RUNNING,IDLE,RUNNING,RUNNING,101.0,24.8,0,1.0
2025-11-11T08:57:33.542553Z,9759.67,2937.62,6822.05,0.0,55.0,102.0,IDLE,RUNNING,RUNNING,RUNNING,27.500000000000004,81.6,0,1.0
2025-11-11T08:58:33.542553Z,12722.43,2736.98,9985.45,0.0,104.0,85.0,RUNNING,RUNNING,RUNNING,RUNNING,104.0,68.0,0,1.0
2025-11-11T08:59:33.542553Z,10856.58,2861.15,7995.43,0.0,107.0,0.0,RUNNING,OFF,RUNNING,RUNNING,107.0,0.0,0,1.0
2025-11-11T09:00:33.542553Z,1853.16,2790.22,-0.0,1.0,0.0,0.0,OFF,OFF,OFF,RUNNING,0.0,0.0,0,1.0
2025-11-11T09:01:33.542553Z,10111.22,2957.18,6820.7,0.0,101.0,0.0,RUNNING,OFF,RUNNING,RUNNING,101.0,0.0,0,1.0
2025-11-11T09:02:33.542553Z,13038.96,2837.84,10201.12,0.0,96.0,104.0,RUNNING,RUNNING,RUNNING,RUNNING,96.0,83.2,0,1.0
2025-11-11T09:03:33.542553Z,9473.64,2749.19,6724.45,0.0,0.0,95.0,OFF,RUNNING,RUNNING,RUNNING,0.0,76.0,0,1.0
2025-11-11T09:04:33.542553Z,12392.5,3038.51,9353.99,0.0,101.0,85.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,68.0,0,1.0
2025-11-11T09:05:33.542553Z,10515.77,2741.88,7773.89,0.0,104.0,0.0,RUNNING,OFF,RUNNING,RUNNING,104.0,0.0,0,1.0
2025-11-11T09:06:33.542553Z,10192.14,2842.91,7349.23,0.0,95.0,54.0,RUNNING,IDLE,RUNNING,RUNNING,95.0,21.6,0,1.0
2025-11-11T09:07:33.542553Z,2010.93,2901.48,-0.0,1.0,56.0,0.0,IDLE,OFF,OFF,RUNNING,28.000000000000004,0.0,0,1.0
2025-11-11T09:08:33.542553Z,13350.02,2657.67,10359.01,0.0,102.0,104.0,RUNNING,RUNNING,RUNNING,RUNNING,102.0,83.2,0,1.0
2025-11-11T09:09:33.542553Z,10738.94,2903.68,7835.26,0.0,107.0,0.0,RUNNING,OFF,RUNNING,RUNNING,107.0,0.0,0,1.0
2025-11-11T09:10:33.542553Z,1810.05,2894.79,-0.0,1.0,0.0,0.0,OFF,OFF,OFF,RUNNING,0.0,0.0,0,1.0
2025-11-11T09:11:33.542553Z,5485.82,2776.54,2375.95,0.0,102.0,0.0,RUNNING,OFF,OFF,RUNNING,102.0,0.0,0,1.0
2025-11-11T09:12:33.542553Z,9136.42,3076.35,6060.07,0.0,0.0,90.0,OFF,RUNNING,RUNNING,RUNNING,0.0,72.0,0,1.0
2025-11-11T09:13:33.542553Z,10412.06,2879.05,7533.01,0.0,108.0,0.0,RUNNING,OFF,RUNNING,RUNNING,108.0,0.0,0,1.0
2025-11-11T09:14:33.542553Z,10633.18,2850.46,7782.72,0.0,103.0,0.0,RUNNING,OFF,RUNNING,RUNNING,103.0,0.0,0,1.0
2025-11-11T09:15:33.542553Z,12948.68,2992.89,9955.79,0.0,101.0,95.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,76.0,0,1.0
2025-11-11T09:16:33.542553Z,8215.29,2835.18,5380.11,0.0,105.0,94.0,RUNNING,RUNNING,OFF,RUNNING,105.0,75.19999999999999,0,1.0
2025-11-11T09:17:33.542553Z,10073.88,2907.75,7166.13,0.0,96.0,66.0,RUNNING,IDLE,RUNNING,RUNNING,96.0,26.400000000000002,0,1.0
2025-11-11T09:18:33.542553Z,13039.81,3131.13,9908.68,0.0,102.0,93.0,RUNNING,RUNNING,RUNNING,RUNNING,102.0,74.4,0,1.0
2025-11-11T09:19:33.542553Z,9862.78,2916.37,6946.41,0.0,0.0,103.0,OFF,RUNNING,RUNNING,RUNNING,0.0,82.4,0,1.0
2025-11-11T09:20:33.542553Z,12588.06,3084.86,9503.2,0.0,101.0,86.0,RUNNING,RUNNING,RUNNING,RUNNING,101.0,68.8,0,1.0
2025-11-11T09:21:33.542553Z,9933.65,3082.77,6850.88,0.0,92.0,56.0,RUNNING,IDLE,RUNNING,RUNNING,92.0,22.400000000000002,0,1.0
2025-11-11T09:22:33.542553Z,9415.7,3129.78,6285.92,0.0,59.0,91.0,IDLE,RUNNING,RUNNING,RUNNING,29.5,72.8,0,1.0
2025-11-11T09:23:33.542553Z,13493.28,2900.15,10593.13,0.0,102.0,101.0,RUNNING,RUNNING,RUNNING,RUNNING,102.0,80.8,0,1.0
2025-11-11T09:24:33.542553Z,9908.4,3002.79,6905.61,0.0,95.0,0.0,RUNNING,OFF,RUNNING,RUNNING,95.0,0.0,0,1.0
2025-11-11T09:25:33.542553Z,10182.29,3008.67,7173.62,0.0,105.0,0.0,RUNNING,OFF,RUNNING,RUNNING,105.0,0.0,0,1.0
2025-11-11T09:26:33.542553Z,9093.29,3028.92,6064.37,0.0,0.0,85.0,OFF,RUNNING,RUNNING,RUNNING,0.0,68.0,0,1.0
2025-11-11T09:27:33.542553Z,10354.97,3104.18,7250.79,0.0,103.0,0.0,RUNNING,OFF,RUNNING,RUNNING,103.0,0.0,0,1.0
2025-11-11T09:28:33.542553Z,7886.78,2948.98,4937.8,0.0,93.0,102.0,RUNNING,RUNNING,OFF,RUNNING,93.0,81.6,0,1.0
2025-11-11T09:29:33.542553Z,5448.41,3099.66,2348.75,0.0,99.0,63.0,RUNNING,IDLE,OFF,RUNNING,99.0,25.2,0,1.0
2025-11-11T09:30:33.542553Z,4791.47,3091.61,1699.86,0.0,91.0,0.0,RUNNING,OFF,OFF,RUNNING,91.0,0.0,0,1.0
2025-11-11T09:31:33.542553Z,9425.68,3192.39,6233.29,0.0,0.0,97.0,OFF,RUNNING,RUNNING,RUNNING,0.0,77.6,0,1.0
2025-11-11T09:32:33.542553Z,13038.12,3173.54,9864.58,0.0,107.0,90.0,RUNNING,RUNNING,RUNNING,RUNNING,107.0,72.0,0,1.0
2025-11-11T09:33:33.542553Z,1996.71,3124.33,-0.0,1.0,0.0,0.0,OFF,OFF,IDLE,RUNNING,0.0,0.0,0,1.0
2025-11-11T09:34:33.542553Z,10287.39,3072.75,6881.3,0.0,97.0,0.0,RUNNING,OFF,RUNNING,RUNNING,97.0,0.0,0,1.0
2025-11-11T09:35:33.542553Z,7463.21,3194.41,4268.8,0.0,92.0,91.0,RUNNING,RUNNING,OFF,RUNNING,92.0,72.8,0,1.0
2025-11-11T09:36:33.542553Z,12984.68,3194.44,9790.24,0.0,95.0,99.0,RUNNING,RUNNING,RUNNING,RUNNING,95.0,79.2,0,1.0
2025-11-11T09:37:33.542553Z,2394.38,3049.15,-0.0,1.0,66.0,52.0,IDLE,IDLE,IDLE,RUNNING,33.0,20.8,0,1.0
2025-11-11T09:38:33.542553Z,12866.61,3045.45,9487.83,0.0,91.0,104.0,RUNNING,RUNNING,RUNNING,RUNNING,91.0,83.2,0,1.0
2025-11-11T09:39:33.542553Z,12408.58,3224.35,9184.23,0.0,98.0,85.0,RUNNING,RUNNING,RUNNING,RUNNING,98.0,68.0,0,1.0
2025-11-11T09:40:33.542553Z,13428.49,3116.61,10311.88,0.0,106.0,99.0,RUNNING,RUNNING,RUNNING,RUNNING,106.0,79.2,0,1.0
2025-11-11T09:41:33.542553Z,12707.42,3296.35,9411.07,0.0,97.0,98.0,RUNNING,RUNNING,RUNNING,RUNNING,97.0,78.4,0,1.0
2025-11-11T09:42:33.542553Z,13058.32,3216.88,9841.44,0.0,106.0,92.0,RUNNING,RUNNING,RUNNING,RUNNING,106.0,73.60000000000001,0,1.0
2025-11-11T09:43:33.542553Z,13330.77,3333.57,9997.2,0.0,107.0,94.0,RUNNING,RUNNING,RUNNING,RUNNING,107.0,75.19999999999999,0,1.0
2025-11-11T09:44:33.542553Z,10429.74,3238.67,7191.07,0.0,104.0,0.0,RUNNING,OFF,RUNNING,RUNNING,104.0,0.0,0,1.0
2025-11-11T09:45:33.542553Z,13323.58,3144.4,10179.18,0.0,109.0,96.0,RUNNING,RUNNING,RUNNING,RUNNING,109.00000000000001,76.8,0,1.0
2025-11-11T09:46:33.542553Z,9328.08,3210.25,6117.83,0.0,0.0,91.0,OFF,RUNNING,RUNNING,RUNNING,0.0,72.8,0,1.0
2025-11-11T09:47:33.542553Z,5567.17,3400.91,2166.26,0.0,101.0,62.0,RUNNING,IDLE,OFF,RUNNING,101.0,24.8,0,1.0
2025-11-11T09:48:33.542553Z,14552.81,3191.56,11361.25,0.0,96.0,96.0,RUNNING,RUNNING,RUNNING,RUNNING,96.0,76.8,1,1.522513618453879
